,group_of_words,dates,frequencies
123,"('american', 'covid')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
124,"('covid', 'vaccin')","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22)]","[0.01694915254237288, 0.019066666666666666, 0.015107913669064749, 0.0152, 0.01566398669254228, 0.018867924528301886, 0.07373333333333333, 0.030666666666666665, 0.0216, 0.023866666666666668, 0.0208, 0.016933333333333335, 0.01523150151449589]"
125,"('covid', 'thank')","[datetime.date(2020, 7, 24)]",[0.020338983050847456]
126,"('covid', 'new')","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.023728813559322035, 0.05248504235531071, 0.06853333333333333, 0.052, 0.0472, 0.045323741007194246, 0.044444444444444446, 0.0504, 0.046266666666666664, 0.042666666666666665, 0.04053333333333333, 0.05225949542556141, 0.0509433962264151, 0.05386666666666667, 0.06293333333333333, 0.05050092005724801, 0.05533333333333333, 0.06253333333333333, 0.05, 0.05266666666666667, 0.05586666666666667, 0.062266666666666665, 0.058, 0.05028126352228472, 0.054942359578121165, 0.06256716417910448]"
127,"('case', 'death')","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01694915254237288, 0.025650139209762456, 0.03813333333333333, 0.03, 0.0248, 0.01762589928057554, 0.020202020202020204, 0.0236, 0.02266666666666667, 0.028933333333333332, 0.02522872192958137, 0.017924528301886792, 0.029333333333333333, 0.0308, 0.02535268861173584, 0.0252, 0.0152, 0.0268, 0.030266666666666667, 0.031066666666666666, 0.0216, 0.029251406317611424, 0.040716212901643366, 0.04]"
128,"('could', 'covid')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
129,"('help', 'learn')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
130,"('case', 'new')","[datetime.date(2020, 7, 24), datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.023728813559322035, 0.03880101889698478, 0.05026666666666667, 0.0372, 0.03266666666666666, 0.02014388489208633, 0.027777777777777776, 0.0252, 0.031466666666666664, 0.0344, 0.027333333333333334, 0.02522872192958137, 0.026415094339622643, 0.03986666666666667, 0.04413333333333333, 0.03393988959313024, 0.0292, 0.04186666666666667, 0.029333333333333333, 0.03613333333333334, 0.04173333333333333, 0.039733333333333336, 0.03213333333333333, 0.0332323669407183, 0.05469708118714741, 0.05922388059701492]"
131,"('alert', 'coronaviru', 'global')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
132,"('alert', 'global', 'news')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
133,"('alert', 'global', 'pandem')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
134,"('alert', 'news', 'pandem')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
135,"('global', 'news', 'pandem')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
136,"('alert', 'global', 'news', 'pandem')","[datetime.date(2020, 7, 24)]",[0.01694915254237288]
137,"('number',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.022688229370297967, 0.030533333333333332, 0.022133333333333335, 0.022933333333333333, 0.016, 0.017866666666666666, 0.0228, 0.01954532852786249, 0.024528301886792454, 0.0228, 0.020933333333333335, 0.01901451645880188, 0.018666666666666668, 0.0172, 0.018133333333333335, 0.018666666666666668, 0.022133333333333335, 0.0156, 0.022241453916053658, 0.02452783909737552, 0.030208955223880597]"
138,"('hospit',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 22)]","[0.019311652153308455, 0.021866666666666666, 0.016933333333333335, 0.016666666666666666, 0.018345323741007193, 0.01717171717171717, 0.016933333333333335, 0.0176, 0.016933333333333335, 0.0208, 0.018933333333333333, 0.0208, 0.015129830300552035, 0.0152, 0.0152, 0.016666666666666666, 0.018693206404154047]"
139,"('govern',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.017652982643208342, 0.0184, 0.0156, 0.017466666666666665, 0.015733333333333332, 0.016666666666666666, 0.0212, 0.018533333333333332, 0.017866666666666666, 0.015866666666666668, 0.0168, 0.020133333333333333, 0.020666666666666667, 0.01505841627001298, 0.015761194029850746]"
140,"('risk',)","[datetime.date(2020, 7, 25), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 22)]","[0.018482317398258397, 0.018133333333333335, 0.015538744632999387, 0.015466666666666667, 0.0168, 0.018952834270878408]"
141,"('year',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.018541555595047686, 0.017733333333333334, 0.018933333333333333, 0.017333333333333333, 0.017266187050359712, 0.018686868686868686, 0.017333333333333333, 0.018266666666666667, 0.01705018020515664, 0.018867924528301886, 0.016, 0.015466666666666667, 0.0228, 0.021733333333333334, 0.017066666666666667, 0.015333333333333332, 0.017466666666666665, 0.0188, 0.026655127650367805, 0.016678930586215356, 0.015044776119402985]"
142,"('countri',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.021148036253776436, 0.020533333333333334, 0.027733333333333332, 0.016533333333333334, 0.015107913669064749, 0.016933333333333335, 0.0184, 0.022641509433962263, 0.0164, 0.028, 0.035866666666666665, 0.019333333333333334, 0.015733333333333332, 0.021866666666666666, 0.022, 0.0292, 0.01921246213760277, 0.019376992886926663, 0.019582089552238807]"
143,"('report',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.04448788578875659, 0.05093333333333333, 0.04346666666666667, 0.028533333333333334, 0.02805755395683453, 0.03232323232323232, 0.030933333333333334, 0.0408, 0.038533333333333336, 0.0384, 0.038536179650679236, 0.038679245283018866, 0.05026666666666667, 0.050666666666666665, 0.03986914741361685, 0.029333333333333333, 0.04253333333333333, 0.032266666666666666, 0.03813333333333333, 0.04413333333333333, 0.045066666666666665, 0.03626666666666667, 0.042752055387278234, 0.043659553593328425, 0.04513432835820896]"
144,"('lockdown',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 8, 1), datetime.date(2020, 8, 4), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 30)]","[0.018008411823944078, 0.021066666666666668, 0.016533333333333334, 0.015333333333333332, 0.016133333333333333, 0.0184, 0.0172, 0.024, 0.021466666666666665, 0.0196, 0.019066666666666666, 0.0152, 0.0172, 0.015402985074626866]"
145,"('india',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 9), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 22), datetime.date(2020, 8, 30)]","[0.027960428884544756, 0.036533333333333334, 0.04586666666666667, 0.04493333333333333, 0.043333333333333335, 0.017188799556418076, 0.016037735849056604, 0.04426666666666667, 0.016, 0.03693333333333333, 0.021866666666666666, 0.0368, 0.030666666666666665, 0.05053333333333333, 0.037386412808308095, 0.05707462686567164]"
146,"('mani',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017001362478526155, 0.015066666666666667, 0.017466666666666665, 0.02841726618705036, 0.022222222222222223, 0.021066666666666668, 0.021066666666666668, 0.016666666666666666, 0.016933333333333335, 0.022456334904352646, 0.022533333333333332, 0.018666666666666668, 0.02126354528726232, 0.0152, 0.015866666666666668, 0.016266666666666665, 0.015866666666666668, 0.019733333333333332, 0.017333333333333333, 0.016133333333333333, 0.018087408048463868, 0.023301447142506745, 0.01635820895522388]"
147,"('even',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 12), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.01978555772762277, 0.015107913669064749, 0.016933333333333335, 0.016666666666666666, 0.017733333333333334, 0.015066666666666667, 0.030133333333333335, 0.015066666666666667, 0.016666666666666666, 0.0152, 0.021376027693639117, 0.015207260240372823, 0.017194029850746268]"
148,"('patient',)","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 6), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10)]","[0.02025946330193709, 0.016666666666666666, 0.016666666666666666, 0.02, 0.01566398669254228, 0.016533333333333334, 0.0168, 0.016561030464117766]"
149,"('daili',)","[datetime.date(2020, 7, 25), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017238315265683313, 0.019731717871051494, 0.017660044150110375, 0.01826865671641791]"
150,"('covid', 'juli')","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28)]","[0.019252413956519162, 0.020666666666666667, 0.028133333333333333, 0.026133333333333335]"
151,"('covid', 'number')","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 8, 4), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.017238315265683313, 0.023333333333333334, 0.016133333333333333, 0.0172, 0.016533333333333334, 0.017924528301886792, 0.017466666666666665, 0.015466666666666667, 0.01790532254108413, 0.02173134328358209]"
152,"('covid', 'peopl')","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.02665718855518038, 0.0276, 0.0276, 0.029466666666666665, 0.027697841726618704, 0.03686868686868687, 0.025066666666666668, 0.032933333333333335, 0.031066666666666666, 0.024666666666666667, 0.022179096201829774, 0.024528301886792454, 0.033466666666666665, 0.0324, 0.022899202617051726, 0.026933333333333333, 0.030933333333333334, 0.027066666666666666, 0.0268, 0.028133333333333333, 0.0252, 0.022, 0.031674599740372136, 0.025018395879323033, 0.027820895522388058]"
153,"('amp', 'covid')","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 26), datetime.date(2020, 7, 27), datetime.date(2020, 7, 28), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 2), datetime.date(2020, 8, 4), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 9), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 14), datetime.date(2020, 8, 16), datetime.date(2020, 8, 17), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22), datetime.date(2020, 8, 29), datetime.date(2020, 8, 30)]","[0.030448433149694924, 0.038266666666666664, 0.04013333333333333, 0.034133333333333335, 0.03633093525179856, 0.03535353535353535, 0.034666666666666665, 0.030933333333333334, 0.0308, 0.039733333333333336, 0.04713057942888827, 0.04433962264150943, 0.03426666666666667, 0.0292, 0.0316908607646698, 0.028533333333333334, 0.03426666666666667, 0.04346666666666667, 0.03186666666666667, 0.0292, 0.0308, 0.03186666666666667, 0.028039809606231068, 0.024773117488349275, 0.03498507462686567]"
154,"('covid', 'help')","[datetime.date(2020, 7, 25), datetime.date(2020, 7, 29), datetime.date(2020, 7, 30), datetime.date(2020, 7, 31), datetime.date(2020, 8, 1), datetime.date(2020, 8, 6), datetime.date(2020, 8, 7), datetime.date(2020, 8, 8), datetime.date(2020, 8, 10), datetime.date(2020, 8, 11), datetime.date(2020, 8, 12), datetime.date(2020, 8, 13), datetime.date(2020, 8, 18), datetime.date(2020, 8, 22)]","[0.01735679165926189, 0.016906474820143885, 0.01717171717171717, 0.020533333333333334, 0.017733333333333334, 0.02023842528416967, 0.016037735849056604, 0.0212, 0.01840114496013085, 0.015733333333333332, 0.017466666666666665, 0.0176, 0.017333333333333333, 0.020424058848983125]"
